PROYECTO;TAREA;DESCRIPCION;SECCION;FECHA;PERIODICIDAD;ORDEN;RESPONSABLE;CODPROY;CODTAREA;ETIQUETA;CODIGO;TIPO;ORDEN;CODCLI2;1;
??? Visitas periodicas Martin;11515, MONICA (PARQUE DEL PLATA NORTE);"Marcador 388
lat/lng: (-34.74774,-55.72059)
[http://maps.google.com/?q=-34.747743394669456,-55.72059363126755](http://maps.google.com/?q=-34.747743394669456,-55.72059363126755)";;2025-02-07T03:00:00.000Z;CADA 84 DIAS;101;26987950;2241074046;7702498307;??Tar, ???Vp;11515;??? V;3;11515;;
??? Visitas periodicas Martin;12911,ALMACEN ROSA (Marindia);;;2025-03-20T03:00:00.000Z;CADA 56 DIAS;102;26987950;2241074046;7702502353;??Tar, ???Vp;12911;??? V;3;12911;;
??? Visitas periodicas Martin;85033, SALON DE TODO UN POCO, (SALINAS NORTE);;;2025-03-03T03:00:00.000Z;cada 56 dias;103;26987950;2241074046;7702502624;??Tar, ???Vp;85033;??? V;3;85033;;
??? Visitas periodicas Martin;85015, KIOSKO TOCOTOCO, (Salinas Norte) Visita;;;2025-03-14T03:00:00.000Z;cada 2 meses;104;26987950;2241074046;7702502803;MN_3_Cerrado_Otros, ??Tar, ???Vp;85015;??? V;3;85015;;
??? Visitas periodicas Martin;11100,GABRIELA,LA ESPERANZA (Parque del Plata Norte);"Marcador 128
lat/lng: (-34.7485,-55.72454)
[http://maps.google.com/?q=-34.74849629483005,-55.72453983128071](http://maps.google.com/?q=-34.74849629483005,-55.72453983128071)";;2025-03-14T03:00:00.000Z;cada 84 dias;105;26987950;2241074046;7702502897;??Tar, ???Vp;11100;??? V;3;11100;;
??? Visitas periodicas Martin;82022, Maxi kiosco (pinamar norte. gonzalo), Visita cada dos meses;;;2025-03-11T03:00:00.000Z;cada 56 dias;106;26987950;2241074046;7702503085;??Tar, ???Vp;82022;??? V;3;82022;;
??? Visitas periodicas Martin;82014, Almacen graciela ( las toscas norte. eduardo), Visita cada dos meses;;;2025-02-24T03:00:00.000Z;cada 56 dias;107;26987950;2241074046;7702503331;??Tar, ???Vp;82014;??? V;3;82014;;
??? Visitas periodicas Martin;82005, Almacen dopalo (Marindia Norte);;;2025-03-25T03:00:00.000Z;CADA 56 DIAS;108;26987950;2241074046;7702503462;??Tar, ???Vp;82005;??? V;3;82005;;
??? Visitas periodicas Martin;11165,LAS TABLAS KIOSCO (Parque del Plata Norte);"Marcador 279
lat/lng: (-34.74331,-55.72147)
[http://maps.google.com/?q=-34.74331483642598,-55.72147473692893](http://maps.google.com/?q=-34.74331483642598,-55.72147473692893)";;2025-03-10T03:00:00.000Z;CADA 56 DIAS;109;26987950;2241074046;7702503555;??Tar, ???Vp;11165;??? V;3;11165;;
??? Visitas periodicas Martin;85007,Sandra (Parque del Plata Norte);;;2025-02-17T03:00:00.000Z;CADA 84 DIAS;110;26987950;2241074046;7702503713;???Vp;85007;??? V;3;85007;;
??? Visitas periodicas Martin;82108, ANGEL SANTANA (ESTACION ATLANTIDA);;;2025-02-24T03:00:00.000Z;cada 56 dias;111;26987950;2241074046;7702503950;??Tar, ???Vp;82108;??? V;3;82108;;
??? Visitas periodicas Martin;82118,MIGUEL FALERO (ESTACION ATLANTIDA);"Marcador 355
lat/lng: -34.74401,-55.76224
[http://maps.google.com/?q=-34.74400964677149,-55.76224364340305](http://maps.google.com/?q=-34.74400964677149,-55.76224364340305)";;2025-02-06T03:00:00.000Z;cada 56 dias;112;26987950;2241074046;7702504071;??Tar, ???Vp;82118;??? V;3;82118;;
??? Visitas periodicas Martin;81176,ALMACEN MARIELA (LAS TOSCAS NORTE);;;2025-02-07T03:00:00.000Z;cada 84 dias;113;26987950;2241074046;7702504342;??Tar, ???Vp;81176;??? V;3;81176;;
??? Visitas periodicas Martin;82166,ALMACEN RUFFO (PINAMAR);;;2025-03-25T03:00:00.000Z;cada 56 dias;114;26987950;2241074046;7702504448;MN_Cerr._Definitivo, ??Tar, ???Vp;82166;??? V;3;82166;;
??? Visitas periodicas Martin;12937, EL ARTESANO (SALINAS NORTE);;;2025-03-10T03:00:00.000Z;cada 56 dias;115;26987950;2241074046;7702504570;;12937;??? V;3;12937;;
??? Visitas periodicas Martin;82012, Almacen 23 (pinamar norte. gonzalo), Visita cada dos meses;;;2025-02-28T03:00:00.000Z;cada 2 meses;116;26987950;2241074046;7702504796;??Tar, ???Vp;82012;??? V;3;82012;;
??? Visitas periodicas Martin;11125, ALEJANDRA PIRIZ,EL GRUPETE (Parque del Plata Norte);;;2025-02-17T03:00:00.000Z;CADA 84 DIAS;117;26987950;2241074046;7702520414;??Tar, ???Vp;11125;??? V;3;11125;;
??? Visitas periodicas Martin;82031, GRACIELA (Las Toscas Norte), Visita;[http://maps.google.com/?q=-34.763380986117575,-55.75120937079191](http://maps.google.com/?q=-34.763380986117575,-55.75120937079191);;2025-02-04T03:00:00.000Z;cada 3 meses;118;26987950;2241074046;7713845332;??Tar, ???Vp;82031;??? V;3;82031;;
??? Visitas periodicas Martin;82004, Almacen (Salinas norte. gonzalo), Visita cada dos meses;;;2025-03-20T03:00:00.000Z;CADA 56 DIAS;119;26987950;2241074046;7713845614;??Tar, ???Vp;82004;??? V;3;82004;;
??? Visitas periodicas Martin;85022, Almacen Brillante (Salinas Norte), Visita;;;2025-03-06T03:00:00.000Z;cada 2 meses;120;26987950;2241074046;7713846261;??Tar, ???Vp;85022;??? V;3;85022;;
??? Visitas periodicas Martin;82100,Almacen La Cabaña (City Golf);;;2025-02-21T03:00:00.000Z;CADA 56 DIAS;121;26987950;2241074046;7713846415;??Tar, ???Vp;82100;??? V;3;82100;;
??? Visitas periodicas Martin;82001,Almacen la cholita ( estacion atlantida. rd);;;;;122;;2241074046;7713846553;??Tar, ???Vp;82001;??? V;3;82001;;
??? Visitas periodicas Martin;12997, PROV.LA LAGUNA (Marindia Norte);"Marcador 658
lat/lng: -34.7637,-55.8187
[http://maps.google.com/?q=-34.76370214149498,-55.81870347261429](http://maps.google.com/?q=-34.76370214149498,-55.81870347261429)";;2025-02-06T03:00:00.000Z;cada 56 dias;123;26987950;2241074046;7851332241;;12997;??? V;3;12997;;
??? Visitas periodicas Martin;82026, Salon San Expedito (Salinas Norte);;;2025-02-27T03:00:00.000Z;cada 84 dias;124;26987950;2241074046;8191425477;;82026;??? V;3;82026;;
??? Visitas periodicas Martin;81232,PANADERIA REENCUENTRO (Salinas Norte);??;;2025-02-04T03:00:00.000Z;cada 56 dias;125;26987950;2241074046;7366568243;MN_NV_No_Visitado;81232;??? V;3;81232;;
??? Visitas periodicas Martin;81244,RAPIMAR SAS (Neptunia);??///;;2025-02-13T03:00:00.000Z;cada 28 dias;126;26987950;2241074046;7647171598;;81244;??? V;3;81244;;
??? Visitas periodicas Martin;80206,MARIA DE LOS ANGELES SANTOS (MIGUES);;;2025-02-12T03:00:00.000Z;CADA 14 DIAS;127;26987950;2241074046;8344906507;MN_6_Compro_a_otro_prov., Migues-Montes;80206;??? V;3;80206;;
??? Visitas periodicas Martin;80120, LA CAMBICHA;;;2025-02-01T03:00:00.000Z;CADA 56 DIAS;128;26987950;2241074046;8435884994;?? Ctrl;80120;??? V;3;80120;;
??? Visitas periodicas Martin;62867, PROVISION ATLANTIDA;;;2025-03-17T03:00:00.000Z;CADA 56 DIAS;129;26987950;2241074046;8610401432;;62867;??? V;3;62867;;
??? Visitas Periodicas Dario;22810, WILIAN RIERA (CUCHILLA ALTA);;63559106;2025-02-21T03:00:00.000Z;cada 28 dias;1;26988122;2241073040;8233985365;MN_NV_No_Visitado;22810;??? V;3;22810;;
??? Visitas Periodicas Dario;80130,ALMACEN BAENCO (STA LUCIA DEL ESTE);;63559318;2025-01-28T03:00:00.000Z;cada 56 dias;2;26988122;2241073040;4806441287;??Tar, ?? Ctrl, ???Vp;80130;??? V;3;80130;;
??? Visitas Periodicas Dario;80172,NORMA AYALA (Cuchilla Alta);;36445096;;;3;26988122;2241073040;5971310914;??Tar, ???Vp;80172;??? V;3;80172;;
??? Visitas Periodicas Dario;22940, PROVISION MIKA (Cuchilla Alta);;36445096;;;4;26988122;2241073040;5101537205;??Tar, ???Vp;22940;??? V;3;22940;;
??? Visitas Periodicas Dario;22047, PIZZERIA LA IOIA (Cuchilla alta);;63559318;2025-01-31T03:00:00.000Z;cada 56 dias;5;26988122;2241073040;8221239997;??Tar, ?? Ctrl, ???Vp;22047;??? V;3;22047;;
??? Visitas Periodicas Dario;80052, MARJU. ( Cuchilla Alta) Visita cada dos meses;;36445096;;;6;26988122;2241073040;4002584480;??Tar, ???Vp;80052;??? V;3;80052;;
??? Visitas Periodicas Dario;80266, LOS TRES HERMANOS (San Luis);;63559106;2025-02-20T03:00:00.000Z;CADA 28 DIAS;7;26988122;2241073040;8155485014;MN_Cerr._Definitivo, ?? Ctrl;80266;??? V;3;80266;;
??? Visitas Periodicas Dario;"80149,Carnes VIP.80149, (LOS TITANES)..........................;:";"**DATOS COMERCIALES:**
Localidad: Los titanes 
CI:
Direccion:
Ramo:
Telefono:
WhatsApp:

**UBICACION:**Marcador 114
lat/lng: -34.77997,-55.56434
http://maps.google.com/?q=-34.779972286667814,-55.56433919817209

**DATOS_FACTURACION** 
Razon Social: 
RUT-CI:

**DATOS_PROVEEDORES**   (Marcar ""x"" a la derecha del día)
Gariboti--  Lu     Ma    Mi    Ju    Vi    Sa   Do
Paola--      Lu     Ma    Mi    Ju    Vi    Sa   Do
Gonzalo--  Lu     Ma    Mi    Ju    Vi    Sa   Do
Evora--      Lu     Ma    Mi    Ju    Vi    Sa   Do
Javier--      Lu     Ma    Mi    Ju    Vi    Sa   Do
Distab--     Lu     Ma    Mi    Ju    Vi    Sa   Do
Otro--        Lu     Ma    Mi    Ju    Vi    Sa   Do
                 Nombre_Otro:";36445096;;;8;26988122;2241073040;5266322898;??Tar, ???Vp;80149;??? V;3;80149;;
??? Visitas Periodicas Dario;"**USO_INTERNO**________________ ; Pasado_AYP;_________________ ; Pasado_Rutas;_________x_______ ; Pasado_Encuesta;_____X_________ ; Pasado_Celular;______________ ;:";;36445096;;;9;;2241073040;5266322957;;;??? V;3;;;
??? Visitas Periodicas Dario;80054, Baraka. Silvia Vieta, Visita puntual, (LA FLORESTA);"**DATOS COMERCIALES:**
Localidad: floresta
CI:
Direccion: enfrente a bachinl
Ramo:restaurante
Telefono:43736606
WhatsApp:

**UBICACION:**

http://maps.google.com/?q=-34.75937635458498,-55.676426365971565
**DATOS_FACTURACION** 
Razon Social: 
RUT-CI:";63559106;2025-02-24T03:00:00.000Z;CADA 56 DIAS;10;26988122;2241073040;7321599339;MN_3_Cerrado_Otros, ???Vp;80054;??? V;3;80054;;
??? Visitas Periodicas Dario;23130, JUANITA FRESQUET;;36445096;;;11;26988122;2241073040;8425638412;???Vp;23130;??? V;3;23130;;
??? Visitas Periodicas Dario;22879, JAURENA Y MARIN (LA FLORESTA);;63559106;;;12;26988122;2241073040;7240265899;??Tar, ???Vp;22879;??? V;3;22879;;
??? Visitas Periodicas Dario;80245,LO DE GRACE (GUAZUVIRA);;63559106;2025-03-18T03:00:00.000Z;CADA 56 DIAS;13;26988122;2241073040;7240294233;MN_6_Compro_a_otro_prov., ??Tar, ???Vp;80245;??? V;3;80245;;
??? Visitas Periodicas Dario;22160, MARY FABBRI (ARAMINDA);;63559106;2025-01-31T03:00:00.000Z;CADA 84 DIAS;14;26988122;2241073040;7240304331;MN_6_Compro_a_otro_prov., ??Tar, ?? Ctrl, ???Vp;22160;??? V;3;22160;;
??? Visitas Periodicas Dario;23165, JUANES (COLOMBIANO) (ESTACION FLORESTA);;63559106;2025-02-14T03:00:00.000Z;cada 56 dias;15;26988122;2241073040;7242235205;???Vp;23165;??? V;3;23165;;
??? Visitas Periodicas Dario;80220,GUSTAVO PANUNCIO (ESTACION FLORESTA);;63559106;2025-03-21T03:00:00.000Z;cada 56 dias;16;26988122;2241073040;7242237425;MN_5_No_Roto_Merc., ???Vp;80220;??? V;3;80220;;
??? Visitas Periodicas Dario;80187,MAYORISTA Km.65 (Los Titanes);;63559106;2025-01-30T03:00:00.000Z;CADA 56 dias;17;26988122;2241073040;7242270598;?? Ctrl;80187;??? V;3;80187;;
??? Visitas Periodicas Dario;80068, MORALITO,FLORESTA;;63559106;2025-02-04T03:00:00.000Z;cada 56 dias;18;26988122;2241073040;4527655881;??Tar, ???Vp;80068;??? V;3;80068;;
??? Visitas Periodicas Dario;23300, Super Araminda;;63559106;2025-03-28T03:00:00.000Z;CADA 84 DIAS;19;26988122;2241073040;4818050049;+1-25, ???Vp;23300;??? V;3;23300;;
??? Visitas Periodicas Dario;22820, ALMACEN LO DE CUSTODIO (CUCHILLA ALTA);;63559106;2025-02-14T03:00:00.000Z;cada 56 dias;20;26988122;2241073040;4815933409;??Tar, ???Vp;22820;??? V;3;22820;;
??? Visitas Periodicas Dario;22902, Provisión Avril  (Costa Azul), Visita cada dos meses;;63559106;2025-04-17T03:00:00.000Z;cada 84 dias;21;16806740;2241073040;4650845435;??Cel, ???Vp;22902;??? V;3;22902;;
??? Visitas Periodicas Dario;23080, POLLERIA EL BIGOTE (SAN LUIS);;63559106;2025-02-24T03:00:00.000Z;cada 84 dias;22;26988122;2241073040;4846973506;??Tar, ???Vp;23080;??? V;3;23080;;
??? Visitas Periodicas Dario;23285,MINI MERCADO MARIA CRISTINA ( Est. Floresta );;63559106;2025-02-24T03:00:00.000Z;cada 56 dias;23;26987950;2241073040;4799993319;MN_NV_No_Visitado, ???Vp;23285;??? V;3;23285;;
??? Visitas Periodicas Dario;22911, EL PUNTO ( Carro Guazuvira );;63559106;2025-03-13T03:00:00.000Z;CADA 56 DIAS;24;26988122;2241073040;4809194487;MN_6_Compro_a_otro_prov., ??Tar, ???Vp;22911;??? V;3;22911;;
??? Visitas Periodicas Dario;22030, PATRICIA PIÑEIRUA (Costa Azul);;63559106;2025-04-08T03:00:00.000Z;CADA 84 DIAS;25;26988122;2241073040;4558464823;??Tar, ???Vp;22030;??? V;3;22030;;
??? Visitas Periodicas Dario;22999, PASTAS CASERAS AMALIA (La Floresta);;63559106;;;26;26988122;2241073040;4848878297;??Tar, ???Vp;22999;??? V;3;22999;;
??? Visitas Periodicas Dario;23410,CARRITO BELLO HORIZONTE;;63559106;2025-11-30T03:00:00.000Z;cada 30 nov;27;26988122;2241073040;4848860568;;23410;??? V;3;23410;;
??? Visitas Periodicas Dario;80004, Puesto de verduras  (Costa Azul ), Visita cada dos meses;;63559106;;;28;48935431;2241073040;4072939632;??Tar, ???Vp;80004;??? V;3;80004;;
??? Visitas Periodicas Dario;80019, Supermercado brimat  (balneario argentino), Visita cada dos meses;;63559106;2025-04-14T03:00:00.000Z;cada 84 dias;29;26988122;2241073040;4627418936;+1-25, ??Tar, ???Vp;80019;??? V;3;80019;;
??? Visitas Periodicas Dario;22041, A TODO DAR (LA TUNA);;;2025-03-03T03:00:00.000Z;cada 84 dias;30;26988122;2241073040;8342394368;MN_3_Cerrado_Otros, ??Tar, ???Vp;22041;??? V;3;22041;;
??? Visitas Periodicas Dario;80211,AUTO SUPER DEL ESTE (SANTA LUCIA DEL ESTE);;;2025-02-24T03:00:00.000Z;CADA 56 DIAS;31;26988122;2241073040;8342394699;??Tar, ???Vp;80211;??? V;3;80211;;
??? Visitas Periodicas Dario;22132, ANANDA (FLORESTA);"**DATOS COMERCIALES:**
Localidad: floresta
Direccion: rambla miguel perea
Ramo: cervezeria/ restautante
Telefono:0940220121
WhatsApp:
Nombre de Contacto:

**PREGUNTA (en caso que no le interese visita):**
¿Le puede interesar visita para mas adelante?
SI
NO

**DATOS_PROVEEDORES**   (Marcar ""x"" a la derecha del día)
Gariboti--  Lu     Ma    Mi    Ju    Vi    Sa   Do
Paola--      Lu     Ma    Mi    Ju    Vi    Sa   Do
Gonzalo--  Lu     Ma    Mi    Ju    Vi    Sa   Do
Evora--      Lu     Ma    Mi    Ju    Vi    Sa   Do
Javier--      Lu     Ma    Mi    Ju    Vi    Sa   Do
Distab--     Lu     Ma    Mi    Ju    Vi    Sa   Do
Otro--        Lu     Ma    Mi    Ju    Vi    Sa   Do
                 Nombre_Otro:

**UBICACION:** Poner en comentarios";63559106;2025-02-21T03:00:00.000Z;cada 56 dias;32;26988122;2241073040;6421398854;MN_3_Cerrado_Otros, ??Tar, ???Vp;22132;??? V;3;22132;;
??? Visitas Periodicas Dario;22930,SURTIDO LA FLORESTA,DON RICARDO COBRANZA;;;2025-03-01T03:00:00.000Z;cada 56 dias;33;26987950;2241073040;8342397930;;22930;??? V;3;22930;;
??? Visitas Periodicas Dario;85011, KIOSCO 29 (ESTACION ATLANTIDA);;;2025-02-06T03:00:00.000Z;CADA 14 DIAS;34;26988122;2241073040;7702497338;MN_6_Compro_a_otro_prov., ??Tar, ???Vp;85011;??? V;3;85011;;
??? Visitas Periodicas Dario;80239,BETTY GARRIDO MI ABUELA (La Floresta);;63559106;2025-02-10T03:00:00.000Z;cada 56 dias;35;26988122;2241073040;8342401857;MN_5_No_Roto_Merc., ??Tar, ???Vp;80239;??? V;3;80239;;
??? Visitas Periodicas Dario;80062, MILTON UMPIERREZ (BELLO HORIZONTE).;;63559106;2025-02-20T03:00:00.000Z;cada 56 dias;36;26988122;2241073040;8342403479;???Vp;80062;??? V;3;80062;;
??? Visitas Periodicas Dario;80051, Carniceria El Tata, (SOCA);;63559106;2025-03-13T03:00:00.000Z;cada 56 dias;37;26988122;2241073040;5836898038;;80051;??? V;3;80051;;
??? Visitas Periodicas Dario;80155, NUEVO AMERICANO;;63559106;2025-02-04T03:00:00.000Z;CADA 28 DIAS;38;26988122;2241073040;8425551645;???Vp;80155;??? V;3;80155;;
??? Visitas Periodicas Dario;22997, MARISOL GARCIA, MINI LA CAPILLA;;63559106;2025-03-19T03:00:00.000Z;CADA 56 DIAS;39;26988122;2241073040;8425579515;???Vp;22997;??? V;3;22997;;
??? Visitas Periodicas Dario;80006, Lo de gulma (Santa Ana);??/// http://maps.google.com/?q=-34.79067335547067,-55.46286989003419;63559106;2025-02-14T03:00:00.000Z;CADA 28 DIAS;40;26988122;2241073040;8138646800;MN_3_Cerrado_Otros;80006;??? V;3;80006;;
??? Visitas periodicas Alejandro;23085, ROTISERIA Y PIZZERIA CARINA (RUTA 9 CAPILLA DE CELLA);;;2024-10-18T03:00:00.000Z;CADA 56 DIAS;1;50283080;2338738348;8337498033;???Vp;23085;??? V;3;23085;;
Clientes Especiales;12239, Agencia Pinamar:;[Google Maps](https://www.google.com/maps/place/ANCAP/@-34.7793782,-55.8608804,1431m/data=!3m1!1e3!4m6!3m5!1s0x959f8ab914e6e2fd:0xcc64fd344d0a502c!8m2!3d-34.778779!4d-55.862361!16s%2Fg%2F11b6t3lsyx?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D);;;;1;;2231034620;3747092848;MN_No_Corresponde_Visita;12239;Clie;2;12239;;
Clientes Especiales;12239, Llamar Agencia Pinamar;;;2025-02-05T14:00:00.000Z;todos mie 11:00;2;26987950;2231034620;3747092850;MN_C_Venta, modificar;12239;Clie;2;12239;;
Clientes Especiales;12239, Preparar Pedido Agencia Pinamar;;;2025-02-05T17:00:00.000Z;todos mie 14:00;3;26987950;2231034620;3747092852;;12239;Clie;2;12239;;
Clientes Especiales;12239, Imprimir Comprobante Agencia Pinamar;;;;;4;26838222;2231034620;3747092853;;12239;Clie;2;12239;;
Clientes Especiales;12239, Entregar Pedido Agencia Pinamar;;;2025-02-06T12:00:00.000Z;todos jueves 9:00;5;26987950;2231034620;3747092855;;12239;Clie;2;12239;;
Clientes Especiales;12239,Cobrar Agencia Pinamar;;;2025-02-07T12:00:00.000Z;todos vie 9:00;6;26987950;2231034620;3747092856;?;12239;Clie;2;12239;;
Clientes Especiales;12239,Recibir Pedido Tel. Agencia Pinamar;;;;;7;26838222;2231034620;3747092859;;12239;Clie;2;12239;;
Clientes Especiales;12239,Preparar Pedido Agencia Pinamar;;;;;8;26838222;2231034620;3747092860;;12239;Clie;2;12239;;
Clientes Especiales;12239,Imprimir Comprobante Agencia Pinamar;;;;;9;26838222;2231034620;3747092862;;12239;Clie;2;12239;;
Clientes Especiales;12239,Entregar Pedido Agencia Pinamar (hasta 13:30);[Google Maps](https://maps.app.goo.gl/22RycBcffarHhpCr9);;;;10;26838222;2231034620;3747092863;;12239;Clie;2;12239;;
Clientes Especiales;62005, Disco:;[Google Maps](https://maps.app.goo.gl/pc6eX2rYaxjJJfim9);;;;11;26838222;2231034620;3747092864;;62005;Clie;2;62005;;
Clientes Especiales;62005,Recibir Pedido Tel. Disco;;;;;12;26838222;2231034620;3747092866;;62005;Clie;2;62005;;
Clientes Especiales;62005,Preparar Pedido Disco;;;;;13;26838222;2231034620;3747092867;;62005;Clie;2;62005;;
Clientes Especiales;62005,Imprimir Comprobante Disco;;;;;14;26838222;2231034620;3747092869;;62005;Clie;2;62005;;
Clientes Especiales;62005,Entregar Disco;;;;;15;26838222;2231034620;3747092870;;62005;Clie;2;62005;;
Clientes Especiales;77778, Garibotti:;;;;;16;26838222;2231034620;3944862270;?;77778;Clie;2;77778;;
Clientes Especiales;77778,Recibir Pedido Tel. Garibotti;;;;;17;26838222;2231034620;3944862277;?;77778;Clie;2;77778;;
Clientes Especiales;77778,Preparar Pedido Garibotti;;;;;18;26838222;2231034620;3944862283;?;77778;Clie;2;77778;;
Clientes Especiales;77778,Entregar y Cobrar Garibotti;;;;;19;26838222;2231034620;3944862301;?;77778;Clie;2;77778;;
Clientes Especiales;77778, Garibotti:;;;;;20;26838222;2231034620;3944855318;?;77778;Clie;2;77778;;
Clientes Especiales;77778,Recibir Pedido Tel. Garibotti;;;;;21;26838222;2231034620;3944855324;?;77778;Clie;2;77778;;
Clientes Especiales;77778,Preparar Pedido Garibotti;;;;;22;26838222;2231034620;3944855332;?;77778;Clie;2;77778;;
Clientes Especiales;77778,Imprimir Comprobante Garibotti;;;;;23;26838222;2231034620;3944855349;?;77778;Clie;2;77778;;
Clientes Especiales;77778,Entregar y Cobrar Garibotti;;;;;24;26838222;2231034620;3944855357;?;77778;Clie;2;77778;;
Clientes Especiales;77778, Garibotti:;;;;;25;26838222;2231034620;4010256885;;77778;Clie;2;77778;;
Clientes Especiales;77778,Recibir Pedido Tel., Preparar y Entregar Garibotti;;;;;26;26838222;2231034620;4010256906;;77778;Clie;2;77778;;
Clientes Especiales;12869, Domiral S.A.:;[Google Maps](https://www.google.com/maps/place/34%C2%B046'41.3%22S+55%C2%B051'26.1%22W/@-34.7781322,-55.8598113,715m/data=!3m2!1e3!4b1!4m4!3m3!8m2!3d-34.7781322!4d-55.8572364?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D);;;;27;26838222;2231034620;3747092872;;12869;Clie;2;12869;;
Clientes Especiales;12869,Llamar Domiral por Pedido;;;2025-02-05T14:00:00.000Z;todos mie 11:00;28;26987950;2231034620;3747092874;MN_C_Venta, modificar;12869;Clie;2;12869;;
Clientes Especiales;12869,Imprimir comprobante Domiral;;;;;29;26838222;2231034620;3747092876;;12869;Clie;2;12869;;
Clientes Especiales;12869,Preparar Pedido Domiral;;;2025-02-05T03:00:00.000Z;CADA MIE;30;26987950;2231034620;3747092875;;12869;Clie;2;12869;;
Clientes Especiales;12869,Entregar y Cobrar Domiral;;;2025-02-06T15:30:00.000Z;todos jue 12:30;31;26987950;2231034620;3747092873;MN_C_Venta;12869;Clie;2;12869;;
Clientes Especiales;22024, COSTA VERDE:;[Google Maps](https://www.google.com/maps/place/34%C2%B046'03.7%22S+55%C2%B039'15.4%22W/@-34.767698,-55.6594379,1431m/data=!3m1!1e3!4m4!3m3!8m2!3d-34.767698!4d-55.6542881?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D);;;;32;26838222;2231034620;3900693256;;22024;Clie;2;22024;;
Clientes Especiales;22024,Llamar Costa Verde por Pedido si no pasan mail.;;;;;33;26838222;2231034620;3900693284;MN_C_Venta;22024;Clie;2;22024;;
Clientes Especiales;22024,Imprimir comprobante Costa Verde;;;;;34;26838222;2231034620;3900693311;;22024;Clie;2;22024;;
Clientes Especiales;22024,Preparar Pedido Costa Verde;;;;;35;26838222;2231034620;3900693297;;22024;Clie;2;22024;;
Clientes Especiales;22024,Entregar Costa Verde;;;;;36;26838222;2231034620;3900693324;MN_C_Venta;22024;Clie;2;22024;;
Clientes Especiales;44444, Forto:;[Tabobá 9126, 15100 Salinas, Departamento de Canelones](https://www.google.com/maps/place/Tabob%C3%A1+9126,+15100+Salinas,+Departamento+de+Canelones/@-34.7751026,-55.8489135,17z/data=!3m1!4b1!4m6!3m5!1s0x959ff5753baa7fbb:0x5bc658c7477e32ff!8m2!3d-34.7751026!4d-55.8463386!16s%2Fg%2F11w4qpfqxy?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D);;;;37;26838222;2231034620;3747092889;;44444;Clie;2;44444;;
Clientes Especiales;44444,Llamar Forto por Pedido;;;;;38;26838222;2231034620;3747092891;;44444;Clie;2;44444;;
Clientes Especiales;44444,Preparar Pedido Forto;;;;;39;26838222;2231034620;3747092892;;44444;Clie;2;44444;;
Clientes Especiales;44444,Imprimir Comprob. Forto;;;;;40;26838222;2231034620;3747092893;;44444;Clie;2;44444;;
Clientes Especiales;44444,Entregar Forto (asignar tarea a vendedor);;;2025-01-31T17:30:00.000Z;todos vie 14:30;41;26987950;2231034620;3747092894;;44444;Clie;2;44444;;
Clientes Especiales;55555, Gonzalo:;[Google Maps](https://maps.app.goo.gl/ebxDYmo9KLtouXrH9);;;;42;26838222;2231034620;3747092895;;55555;Clie;2;55555;;
Clientes Especiales;55555,Recibir Pedido Tel. Gonzalo;;;;;43;26838222;2231034620;3747092903;;55555;Clie;2;55555;;
Clientes Especiales;55555,Preparar Pedido Gonzalo;;;;;44;26838222;2231034620;3747092904;;55555;Clie;2;55555;;
Clientes Especiales;55555,Imprimir Comprob. Gonzalo;;;;;45;26838222;2231034620;3747092906;;55555;Clie;2;55555;;
Clientes Especiales;55555,Cobrar Gonzalo;;;;;46;26838222;2231034620;3747092907;;55555;Clie;2;55555;;
Clientes Especiales;55555,Entregar Gonzalo;[Google Maps](https://maps.app.goo.gl/ebxDYmo9KLtouXrH9);;;;47;26838222;2231034620;3747092908;;55555;Clie;2;55555;;
Clientes Especiales;55555,Recibir Pedido Tel. Gonzalo;;;;;48;26838222;2231034620;3747092910;;55555;Clie;2;55555;;
Clientes Especiales;55555,Preparar Pedido Gonzalo;;;;;49;26838222;2231034620;3747092911;;55555;Clie;2;55555;;
Clientes Especiales;55555,Imprimir Comprob. Gonzalo;;;;;50;26838222;2231034620;3747092913;;55555;Clie;2;55555;;
Clientes Especiales;55555,Cobrar Gonzalo;;;;;51;26838222;2231034620;3747092915;;55555;Clie;2;55555;;
Clientes Especiales;55555,Entregar Gonzalo;;;;;52;26838222;2231034620;3747092917;;55555;Clie;2;55555;;
Clientes Especiales;55555,Recibir Pedido Tel. Gonzalo;;;;;53;26838222;2231034620;3747092919;;55555;Clie;2;55555;;
Clientes Especiales;55555,Preparar Pedido Gonzalo;;;;;54;26838222;2231034620;3747092921;;55555;Clie;2;55555;;
Clientes Especiales;55555,Imprimir Comprob. Gonzalo;;;;;55;26838222;2231034620;3747092922;;55555;Clie;2;55555;;
Clientes Especiales;55555,Cobrar Gonzalo;;;2024-11-06T17:30:00.000Z;todos mie 14:30;56;50283080;2231034620;3747092924;;55555;Clie;2;55555;;
Clientes Especiales;55555,Entregar Gonzalo;;;2024-11-06T17:30:00.000Z;todos mie 14:30;57;50283080;2231034620;3747092896;;55555;Clie;2;55555;;
